category,states_name_en,region_en,unique_number,id_no,rev_bis,name_en,short_description_en,justification_en,date_inscribed,secondary_dates,danger,date_end,danger_list,longitude,latitude,area_hectares,criteria_txt,category_short,iso_code,udnp_code,transboundary
Cultural,United States of America,Europe and North America,2322,1496,,The 20th-Century Architecture of Frank Lloyd Wright,"The property consists of eight buildings in the United States designed by the architect during the first half of the 20th century. These include the Fallingwater (Mill Run, Pennsylvania), the Herbert and Katherine Jacobs House (Madison, Wisconsin) and the Guggenheim Museum (New York). These buildings reflect the “organic architecture” developed by Wright, which includes an open plan, a blurring of the boundaries between exterior and interior and the unprecedented use of materials such as steel and concrete. Each of these buildings offers innovative solutions to the needs for housing, worship, work or leisure. Wright's work from this period had a strong impact on the development of modern architecture in Europe.",,2019,,0,,,-79.46647556,39.90557083,26.369,(ii),C,us,usa,0
Cultural,Uruguay,Latin America and the Caribbean,881,747,,Historic Quarter of the City of Colonia del Sacramento," Founded by the Portuguese in 1680 on the R&iacute;o de la Plata, the city was of strategic importance in resisting the Spanish. After being disputed for a century, it was finally lost by its founders. The well-preserved urban landscape illustrates the successful fusion of the Portuguese, Spanish and post-colonial styles. ",,1995,,0,,,-57.85333333,-34.46777778,16,(iv),C,uy,ury,0
Cultural,Uruguay,Latin America and the Caribbean,2025,1464,,Fray Bentos Industrial Landscape," Located on land projecting into the Uruguay River west of the town of Fray Bentos, the industrial complex was built following the development of a factory founded in 1859 to process meat produced on the vast prairies nearby. The site illustrates the whole process of meat sourcing, processing, packing and dispatching. It includes buildings and equipment of the Liebig Extract of Meat Company, which exported meat extract and corned-beef to the European market from 1865 and the Anglo Meat Packing Plant, which exported frozen meat from 1924. Through its physical location, industrial and residential buildings as well as social institutions, the site presents an illustration of the entire process of meat production on a global scale. ",,2015,,0,,,-58.33166667,-33.11777778,273.8,(ii)(iv),C,uy,ury,0
Cultural,Uzbekistan,Asia and the Pacific,638,543,,Itchan Kala," Itchan Kala is the inner town (protected by brick walls some 10 m high) of the old Khiva oasis, which was the last resting-place of caravans before crossing the desert to Iran. Although few very old monuments still remain, it is a coherent and well-preserved example of the Muslim architecture of Central Asia. There are several outstanding structures such as the Djuma Mosque, the mausoleums and the madrasas and the two magnificent palaces built at the beginning of the 19th century by Alla-Kulli-Khan. ",,1990,,0,,,60.36389,41.37833,37.5,(iii)(iv)(v),C,uz,uzb,0
Cultural,Uzbekistan,Asia and the Pacific,2184,602,,Historic Centre of Bukhara," Bukhara, which is situated on the Silk Route, is more than 2,000 years old. It is the most complete example of a medieval city in Central Asia, with an urban fabric that has remained largely intact. Monuments of particular interest include the famous tomb of Ismail Samani, a masterpiece of 10th-century Muslim architecture, and a large number of 17th-century madrasas. ",,1993,,0,,,64.42861,39.77472,216,(ii)(iv)(vi),C,uz,uzb,0
Cultural,Uzbekistan,Asia and the Pacific,715,603,Rev,Samarkand  – Crossroad of Cultures," The historic town of Samarkand is a crossroad and melting pot of the world's cultures. Founded in the 7th century B.C. as ancient Afrasiab, Samarkand had its most significant development in the Timurid period from the 14th to the 15th centuries. The major monuments include the Registan Mosque and madrasas, Bibi-Khanum Mosque, the Shakhi-Zinda compound and the Gur-Emir ensemble, as well as Ulugh-Beg's Observatory. "," <em>Criterion i </em>: The architecture and townscape of Samarkand, situated at the crossroads of ancient cultures, are masterpieces of Islamic cultural creativity. 
 <em>Criterion ii </em>: Ensembles in Samarkand such as the Bibi Khanum Mosque and Registan Square played a seminal role in the development of Islamic architecture over the entire region, from the Mediterranean to the Indian subcontinent. 
 <em>Criterion iv </em>: The historic town of Samarkand illustrates in its art, architecture, and urban structure the most important stages of Central Asian cultural and political history from the 13th century to the present day. ",2001,,0,,,67,39.66861,1123,(i)(ii)(iv),C,uz,uzb,0
Cultural,Uzbekistan,Asia and the Pacific,1037,885,,Historic Centre of Shakhrisyabz," The historic centre of Shakhrisyabz contains a collection of exceptional monuments and ancient quarters which bear witness to the city's secular development, and particularly to the period of its apogee, under the rule of Amir Temur and the Temurids, in the 15th-16th century. "," <em>Criterion iii </em>: Shakhrisyabz contains many fine monuments, and in particular those from the Timurid period, which was of great cultural and political significance in medieval Central Asia. 
 <em>Criterion iv</em> : The buildings of Shakhrisyabz, notably the Ak-Sarai Palace and the Tomb of Timur, are outstanding examples of a style which had a profound influence on the architecture of this region. ",2000,,1,,Y 2016,66.83333,39.05,240,(iii)(iv),C,uz,uzb,0
Cultural,Vanuatu,Asia and the Pacific,1511,1280,,Chief Roi Mata’s Domain," Chief Roi Mata’s Domain is the first site to be inscribed in Vanuatu. It consists of three early 17th century AD sites on the islands of Efate, Lelepa and Artok associated with the life and death of the last paramount chief, or Roi Mata, of what is now Central Vanuatu. The property includes Roi Mata’s residence, the site of his death and Roi Mata’s mass burial site. It is closely associated with the oral traditions surrounding the chief and the moral values he espoused. The site reflects the convergence between oral tradition and archaeology and bears witness to the persistence of Roi Mata’s social reforms and conflict resolution, still relevant to the people of the region. ",,2008,,0,,,168.1777194,-17.62806944,886.31,(iii)(v)(vi),C,vu,vut,0
Cultural,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,779,658,,Coro and its Port," With its earthen constructions unique to the Caribbean, Coro is the only surviving example of a rich fusion of local traditions with Spanish Mudéjar and Dutch architectural techniques. One of the first colonial towns (founded in 1527), it has some 602 historic buildings. ",,1993,,1,,Y 2005,-69.68333333,11.4,18.4,(iv)(v),C,ve,ven,0
Natural,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,829,701,,Canaima National Park," Canaima National Park is spread over 3 million ha in south-eastern Venezuela along the border between Guyana and Brazil. Roughly 65% of the park is covered by table mountain (tepui) formations. The tepuis constitute a unique biogeological entity and are of great geological interest. The sheer cliffs and waterfalls, including the world's highest (1,000 m), form a spectacular landscape. ",,1994,,0,,,-61.5,5.33333,3000000,(vii)(viii)(ix)(x),N,ve,ven,0
